NO,Polygon Points
11,"(3969.643, 3638.749); (3729.303, 3629.815); (3723.826, 3623.560); (3722.030, 3621.163); (3720.683, 3587.530); (3722.352, 3581.350); (3725.971, 3572.727); (3729.356, 3568.142); (3843.735, 3568.794); (4046.040, 3578.287); (4053.138, 3579.816); (4055.436, 3592.869); (4058.088, 3617.069); (4057.912, 3628.950); (4057.677, 3635.170); (4037.490, 3636.291)"
12,"(2623.774, 631.091); (2569.083, 525.857); (2571.525, 517.810); (2583.852, 503.808); (2594.485, 500.858); (2663.955, 509.621); (2669.366, 513.189); (2672.719, 516.845); (2698.587, 556.409); (2700.186, 559.058); (2696.941, 590.226); (2691.081, 605.362)"
13,"(3554.646, 1512.815); (3215.270, 1526.720); (3211.270, 1526.012); (3210.459, 1524.522); (3210.166, 1522.992); (3209.225, 1517.310); (3209.153, 1514.150); (3215.932, 1403.670); (3216.329, 1400.844); (3217.919, 1395.230); (3220.525, 1388.563); (3243.142, 1336.488); (3244.680, 1333.931); (3247.814, 1330.455); (3692.626, 1372.149); (3709.379, 1373.758); (3714.728, 1377.847); (3715.222, 1385.008); (3717.230, 1417.523); (3711.657, 1423.931); (3648.991, 1488.437)"
14,"(3523.540, 567.232); (3469.249, 563.978); (3466.764, 560.307); (3466.108, 551.514); (3465.338, 520.231); (3490.646, 506.566); (3502.974, 502.626); (3534.956, 498.552); (3568.090, 504.242); (3572.820, 520.254); (3572.964, 526.709); (3572.677, 536.558); (3566.372, 566.687); (3562.391, 566.910)"
15,"(2511.526, 729.390); (2507.270, 843.135); (2448.685, 886.786); (2442.899, 886.548); (2403.804, 877.395); (2360.987, 864.346); (2357.292, 862.592); (2327.261, 828.462); (2316.111, 807.724); (2313.172, 777.846); (2330.195, 701.000); (2355.318, 689.973); (2413.643, 684.633); (2502.013, 719.479)"
16,"(3147.660, 1760.734); (3145.485, 1754.823); (3146.643, 1745.844); (3155.200, 1728.181); (3175.718, 1717.188); (3220.914, 1698.977); (3227.819, 1698.233); (3254.975, 1704.964); (3256.352, 1722.544); (3252.867, 1730.551); (3247.157, 1743.321); (3221.190, 1767.994); (3170.562, 1782.801); (3168.118, 1783.216); (3165.400, 1781.815)"
17,"(3437.632, 1587.480); (3433.272, 1559.125); (3438.117, 1549.180); (3445.912, 1549.199); (3450.735, 1553.598); (3453.965, 1580.971); (3454.436, 1587.680); (3454.332, 1590.445); (3438.687, 1590.990)"
18,"(1300.958, 264.553); (1306.658, 259.738); (1315.507, 260.257); (1328.447, 263.652); (1334.680, 269.175); (1338.772, 274.722); (1335.467, 284.418); (1327.410, 300.506); (1324.168, 306.312); (1319.819, 308.449); (1313.369, 310.982); (1305.764, 311.382); (1299.793, 311.333); (1293.389, 309.100); (1289.443, 303.317); (1288.553, 296.036); (1288.596, 290.419); (1291.536, 284.084)"
19,"(3592.991, 258.807); (3594.141, 245.820); (3614.078, 246.476); (3623.748, 249.343); (3625.373, 259.410); (3627.189, 272.146); (3626.185, 274.856); (3622.278, 278.659); (3616.091, 277.151); (3610.166, 274.955); (3602.117, 269.004); (3595.439, 262.525)"
20,"(2706.902, 3452.679); (2712.164, 3452.036); (2718.760, 3452.741); (2725.081, 3454.077); (2720.147, 3461.854); (2711.156, 3474.418); (2698.762, 3479.473); (2697.230, 3473.946); (2698.030, 3468.457)"
21,"(1930.516, 2115.353); (1929.418, 2056.416); (1955.496, 2047.378); (2160.672, 2037.395); (2701.756, 2025.792); (2730.320, 2027.141); (2741.150, 2031.304); (2741.512, 2083.453); (2740.682, 2125.459); (2740.236, 2126.516); (2739.526, 2127.318); (2737.464, 2129.026); (2733.734, 2131.608); (2532.493, 2143.761); (2491.807, 2145.539); (1934.595, 2166.650); (1933.916, 2166.272)"
22,"(146.238, 260.579); (137.710, 277.479); (109.789, 279.246); (107.543, 278.037); (105.525, 273.885); (104.725, 267.395); (105.527, 261.175); (106.770, 255.749); (114.115, 242.642); (116.203, 239.959); (123.977, 241.195); (129.608, 244.897)"
23,"(1738.409, 1804.557); (1736.708, 1811.932); (1519.955, 2027.852); (1505.776, 2038.598); (1499.491, 2034.092); (1491.369, 2026.585); (1485.814, 2019.607); (1329.463, 1814.358); (1133.504, 1549.140); (1071.798, 1464.303); (1058.508, 1445.996); (1046.984, 1428.374); (1040.550, 1417.108); (1032.502, 1382.691); (1059.866, 1350.534); (1243.907, 1149.464); (1251.843, 1150.693); (1263.428, 1165.416); (1289.624, 1199.574); (1311.820, 1228.700); (1494.319, 1471.486); (1677.101, 1716.418); (1720.648, 1778.524); (1730.009, 1791.916)"
24,"(3291.715, 753.541); (3267.032, 759.446); (3265.019, 759.226); (3264.292, 758.598); (3263.963, 758.224); (3259.108, 749.884); (3210.013, 657.509); (3209.347, 652.790); (3217.440, 651.133); (3228.478, 648.977); (3332.302, 644.050); (3342.254, 670.129); (3351.338, 704.061); (3348.696, 711.805)"
25,"(3247.913, 2682.999); (3369.704, 2778.914); (3367.312, 2783.884); (3364.946, 2787.380); (3357.852, 2792.386); (3348.600, 2796.312); (3316.921, 2806.542); (3308.229, 2807.209); (3299.196, 2805.328); (3289.541, 2802.845); (3228.336, 2768.270); (3223.234, 2757.186); (3209.438, 2717.232); (3209.254, 2700.429); (3231.182, 2681.977); (3238.127, 2679.318)"
26,"(2021.322, 3573.240); (1903.112, 3574.747); (1411.050, 3575.135); (1248.396, 3574.055); (1240.853, 3573.871); (1235.235, 3566.363); (1035.656, 2932.460); (1034.190, 2799.326); (1034.066, 2788.011); (1032.650, 2659.333); (1119.804, 2577.751); (1122.674, 2576.346); (1757.952, 3065.215); (1856.297, 3183.181); (1866.275, 3198.955); (1898.408, 3252.724); (1984.341, 3412.490); (1993.994, 3431.087); (2004.125, 3453.849)"
27,"(3902.724, 1460.025); (3841.604, 1462.567); (3807.371, 1457.300); (3796.096, 1454.694); (3791.325, 1449.903); (3785.336, 1417.603); (3784.771, 1407.716); (3788.055, 1406.552); (3851.723, 1402.469); (3882.044, 1406.049); (3889.969, 1407.505); (3913.813, 1414.886); (3906.390, 1452.881); (3905.757, 1455.659); (3905.103, 1457.125)"
28,"(3673.161, 1329.631); (3673.924, 1332.863); (3666.066, 1339.292); (3629.904, 1365.399); (3625.045, 1367.492); (3626.056, 1345.429); (3631.128, 1341.039); (3663.347, 1331.829)"
29,"(3093.696, 3108.161); (3105.794, 3094.545); (3362.646, 3091.751); (3716.122, 3097.850); (3751.073, 3102.428); (3756.194, 3103.768); (3765.690, 3116.711); (3763.702, 3150.443); (3759.716, 3190.005); (3748.726, 3191.000); (3741.004, 3191.146); (3162.273, 3184.495); (3102.694, 3183.645); (3081.836, 3182.934); (3081.420, 3178.875); (3088.051, 3132.962); (3088.848, 3129.047)"
30,"(3433.197, 339.690); (3435.851, 320.638); (3443.115, 298.889); (3463.884, 301.166); (3470.140, 302.814); (3467.965, 322.723); (3466.194, 328.257); (3463.346, 334.553); (3460.571, 338.057); (3458.341, 340.197); (3445.023, 342.836); (3436.777, 343.136)"
31,"(189.808, 2033.181); (156.968, 2038.732); (138.516, 2035.094); (137.236, 2019.331); (140.702, 2015.447); (149.187, 2009.866); (172.607, 1997.934); (224.170, 1989.906); (204.263, 2017.161)"
32,"(2104.737, 3472.408); (2092.308, 3478.503); (2061.894, 3475.096); (2056.808, 3474.018); (2058.798, 3470.446); (2063.336, 3463.510); (2068.508, 3461.083); (2086.753, 3459.711); (2094.677, 3459.508); (2097.271, 3460.126); (2101.646, 3467.174)"
33,"(552.808, 910.961); (561.072, 917.342); (556.053, 918.914)"
34,"(3336.597, 1582.345); (3347.908, 1576.927); (3350.146, 1577.794); (3350.230, 1580.819); (3346.136, 1586.067); (3342.234, 1590.809); (3338.140, 1585.353)"
35,"(2409.019, 197.991); (2430.518, 188.144); (2432.260, 196.722); (2432.234, 200.250); (2430.155, 215.384); (2422.617, 214.439); (2418.062, 212.036)"
36,"(2466.661, 2268.167); (2475.740, 2270.567); (2468.495, 2276.956); (2459.146, 2278.546); (2457.400, 2275.624); (2457.601, 2271.759); (2461.340, 2269.017)"
37,"(789.425, 1682.492); (805.165, 1698.536); (804.658, 1704.914); (800.570, 1708.287); (780.411, 1718.879); (780.363, 1718.897); (750.946, 1681.523); (746.151, 1673.559); (745.193, 1671.852); (746.565, 1671.604); (762.301, 1672.445); (772.024, 1675.309)"
38,"(2744.730, 495.056); (2698.330, 502.632); (2696.856, 501.888); (2696.642, 482.547); (2697.604, 478.242); (2705.729, 449.033); (2707.258, 443.935); (2708.230, 441.414); (2715.989, 429.907); (2725.655, 416.628); (2732.051, 412.307); (2762.311, 415.507); (2767.047, 416.911); (2772.711, 423.778); (2775.154, 434.108); (2773.033, 440.535)"
39,"(2794.486, 466.083); (2793.488, 458.223); (2795.286, 438.361); (2800.795, 424.792); (2806.401, 426.128); (2815.903, 430.165); (2826.586, 467.122); (2827.060, 471.125); (2814.312, 470.238); (2804.114, 468.762)"
40,"(2293.927, 3749.117); (2265.562, 3789.504); (2248.962, 3798.788); (2248.892, 3792.466); (2248.880, 3791.298); (2250.744, 3788.358); (2276.340, 3760.055); (2284.651, 3751.932); (2292.692, 3744.121)"
41,"(3950.153, 3430.606); (3944.665, 3429.292); (3951.711, 3420.544); (3956.696, 3417.982); (3963.279, 3417.066); (3969.212, 3416.926); (3957.895, 3428.927)"
42,"(1016.944, 2098.056); (1025.182, 2088.308); (1029.766, 2089.176); (1034.933, 2092.179); (1035.105, 2098.484); (1027.345, 2103.390); (1022.872, 2101.861)"
43,"(3272.572, 3350.534); (3257.675, 3349.655); (3252.486, 3346.466); (3245.296, 3340.595); (3240.603, 3335.241); (3246.775, 3330.618); (3273.965, 3337.824); (3284.850, 3341.372); (3281.335, 3348.365)"
44,"(2728.767, 2573.772); (2737.397, 2564.534); (2740.508, 2564.186); (2747.367, 2566.666); (2756.232, 2570.687); (2763.849, 2576.192); (2761.508, 2579.723); (2753.495, 2582.550); (2734.532, 2578.159)"
45,"(25.765, 3729.689); (8.591, 3725.112); (12.533, 3718.789); (17.793, 3715.936); (21.466, 3714.418); (56.016, 3716.760); (87.132, 3720.020); (113.070, 3722.878); (117.802, 3723.464); (116.240, 3728.820); (95.846, 3733.406); (68.471, 3735.200); (28.084, 3730.068)"
46,"(1017.074, 3418.847); (1024.766, 3405.158); (1031.932, 3404.971); (1032.223, 3411.042); (1030.464, 3421.197); (1024.449, 3430.556); (1018.654, 3425.076)"
47,"(27.607, 1201.499); (16.357, 1207.442); (10.731, 1195.783); (9.247, 1179.250); (12.504, 1180.549); (20.660, 1184.346); (23.480, 1186.998); (24.393, 1188.026)"
48,"(3929.404, 1428.497); (3933.476, 1419.040); (3938.779, 1423.920); (3937.181, 1428.784); (3933.054, 1431.258)"
49,"(2807.387, 215.127); (2800.157, 214.736); (2794.347, 206.061); (2793.333, 199.526); (2794.668, 192.830); (2797.844, 189.151); (2799.317, 188.448); (2813.342, 192.233); (2813.657, 203.757); (2812.939, 212.246); (2810.637, 213.757)"
50,"(1800.749, 3904.328); (1820.962, 3905.809); (1814.601, 3911.105)"
51,"(3173.180, 3538.650); (3170.165, 3542.548); (3160.757, 3541.334); (3150.824, 3538.470); (3144.820, 3535.924); (3156.770, 3530.564); (3162.116, 3529.009); (3167.576, 3532.911); (3170.526, 3535.550)"
52,"(361.941, 1702.358); (328.725, 1650.845); (333.309, 1643.775); (342.826, 1638.011); (349.811, 1635.784); (358.437, 1638.222); (365.699, 1641.019); (415.942, 1662.254); (431.837, 1683.202); (437.850, 1692.270); (437.755, 1694.798); (404.410, 1716.907); (385.913, 1719.325)"
53,"(62.721, 3965.709); (66.293, 3975.357); (28.122, 3969.554); (8.885, 3962.365); (17.913, 3960.130); (30.268, 3959.885); (51.577, 3962.678)"
54,"(2196.906, 3307.089); (2206.306, 3313.205); (2197.079, 3318.519); (2188.352, 3317.570); (2184.708, 3314.727); (2189.392, 3311.106)"
55,"(3638.543, 4087.144); (3625.268, 4082.132); (3639.655, 4082.670); (3646.582, 4082.956)"
56,"(2600.552, 1795.586); (2604.865, 1790.684); (2612.333, 1794.358); (2603.995, 1799.455)"
57,"(3848.581, 203.898); (3850.478, 195.013); (3857.165, 192.875); (3865.088, 193.340); (3875.456, 205.033); (3870.280, 214.200); (3866.895, 215.189); (3850.161, 208.841)"
58,"(4009.265, 3796.015); (4017.257, 3788.407); (4023.616, 3792.860); (4017.345, 3798.816)"
59,"(4034.153, 3008.309); (4035.581, 3019.692); (4034.218, 3026.426); (4031.812, 3030.684); (4028.925, 3029.521); (4025.125, 3011.990); (4029.129, 3008.706)"
60,"(3119.104, 3986.462); (3083.614, 4022.568); (3081.045, 4017.271); (3080.621, 4007.862); (3082.902, 3998.293); (3088.090, 3987.876); (3094.514, 3976.649); (3099.287, 3974.713); (3106.160, 3977.062); (3114.012, 3980.602); (3117.948, 3983.126)"
61,"(2238.852, 700.010); (2240.992, 708.771); (2239.319, 724.044); (2232.212, 727.368); (2222.806, 711.183); (2216.919, 698.484); (2220.377, 696.994)"
62,"(3178.414, 961.722); (3297.558, 1037.451); (3303.487, 1055.635); (3311.556, 1103.153); (3312.328, 1182.742); (3274.515, 1229.414); (3264.589, 1233.509); (3019.736, 1267.411); (2898.399, 1271.455); (2866.339, 1265.250); (2849.909, 1262.024); (2824.807, 1224.258); (2869.973, 1117.171); (3162.078, 962.877)"
63,"(3183.676, 2706.611); (3179.496, 2711.183); (3163.716, 2709.652); (3161.163, 2701.805); (3160.682, 2698.592); (3169.569, 2698.919)"
64,"(3841.593, 438.731); (3830.633, 436.214); (3790.137, 404.216); (3786.383, 400.970); (3785.303, 395.640); (3812.372, 369.876); (3816.087, 367.518); (3820.125, 368.573); (3858.396, 396.002); (3851.208, 424.428); (3846.925, 433.772)"
65,"(2933.263, 695.211); (2917.803, 692.875); (2902.797, 672.237); (2888.737, 638.341); (2888.844, 630.909); (2892.053, 582.397); (2893.029, 577.230); (2919.102, 568.285); (2958.554, 555.908); (2969.692, 578.117); (2973.590, 595.587); (2973.992, 605.211); (2962.313, 685.426); (2957.312, 688.796); (2947.293, 692.893); (2939.777, 694.827)"
66,"(3694.952, 919.452); (3691.400, 918.064); (3689.521, 911.249); (3688.618, 905.641); (3688.941, 895.961); (3688.964, 895.784); (3690.054, 891.113); (3692.056, 886.175); (3694.009, 883.559); (3695.382, 881.941); (3698.189, 881.923); (3705.834, 888.619); (3709.859, 892.400); (3703.644, 911.947); (3700.601, 915.209)"
67,"(2621.275, 1554.459); (2944.869, 1465.253); (2948.354, 1464.465); (3035.061, 1451.451); (3045.201, 1451.935); (3091.792, 1456.407); (3102.149, 1459.551); (3103.561, 1460.258); (3105.850, 1461.554); (3110.354, 1464.167); (3115.263, 1467.941); (3115.433, 1468.078); (3179.388, 1523.581); (3168.613, 1530.327); (3054.235, 1559.819); (2716.970, 1630.835); (2594.012, 1655.074); (2578.030, 1653.738); (2570.443, 1652.765); (2568.877, 1640.906); (2568.906, 1626.926); (2570.100, 1617.024); (2616.758, 1558.139)"
68,"(95.047, 2071.181); (91.653, 2069.292); (87.015, 2056.415); (72.619, 2014.895); (76.914, 2013.366); (80.508, 2013.588); (91.363, 2016.804); (101.563, 2034.000); (106.333, 2046.257); (104.969, 2062.488); (99.987, 2068.557)"
69,"(1977.362, 1803.815); (1997.143, 1808.179); (1992.440, 1849.501); (1962.875, 1867.074); (1786.602, 1909.143); (1772.471, 1911.462); (1761.703, 1909.637); (1749.313, 1906.319); (1737.201, 1889.187); (1737.526, 1884.289); (1745.939, 1835.724); (1749.947, 1830.749); (1781.335, 1808.270); (1837.824, 1801.583); (1864.504, 1801.049)"
70,"(4036.311, 1014.950); (4024.737, 1074.413); (4012.441, 1102.185); (3899.933, 1130.605); (3750.361, 1142.863); (3737.489, 1141.734); (3730.405, 1139.586); (3727.699, 1135.231); (3727.385, 1131.825); (3720.967, 1010.718); (3722.614, 999.022); (3727.256, 994.852); (3752.790, 976.183); (3761.710, 970.218); (3787.281, 955.135); (3791.436, 954.096); (3812.441, 955.885); (4020.821, 980.354); (4025.106, 984.229); (4031.108, 992.198); (4034.769, 1001.088)"
71,"(3984.864, 3575.353); (3977.043, 3561.636); (3984.066, 3556.359); (3990.462, 3552.168); (4010.881, 3550.069); (4019.535, 3556.010); (4008.194, 3570.840); (3995.691, 3574.495)"
72,"(2507.143, 2529.803); (2504.810, 2514.764); (2513.879, 2515.160); (2517.336, 2516.432); (2518.848, 2522.812); (2519.415, 2531.410); (2512.967, 2535.075); (2508.159, 2535.203)"
73,"(712.855, 1885.702); (723.137, 1830.659); (731.128, 1827.614); (753.152, 1825.731); (765.284, 1830.697); (765.583, 1859.165); (762.643, 1889.748); (737.671, 1911.305); (713.002, 1890.159)"
74,"(2978.616, 1735.376); (2971.890, 1750.502); (2958.777, 1750.912); (2955.104, 1745.471); (2952.610, 1739.883); (2964.772, 1733.008); (2973.887, 1731.209)"
75,"(746.734, 222.949); (744.228, 235.757); (741.392, 239.112); (737.302, 243.418); (734.214, 244.898); (727.387, 246.933); (717.463, 231.471); (713.435, 225.124); (727.109, 219.730); (734.987, 217.733); (742.298, 218.656)"
76,"(9.091, 2192.727); (11.311, 2183.356); (30.027, 2187.810); (29.265, 2192.844); (25.032, 2195.523); (18.052, 2198.574); (12.483, 2197.334)"
77,"(3912.901, 1686.334); (3924.922, 1644.220); (3955.277, 1632.749); (3960.760, 1635.180); (3996.180, 1656.634); (4013.523, 1685.879); (4014.138, 1691.285); (4017.739, 1757.628); (3992.121, 1776.297); (3974.550, 1783.444); (3968.895, 1779.214); (3938.438, 1748.444); (3933.892, 1742.820); (3914.898, 1708.173)"
78,"(3657.600, 1927.447); (3654.743, 1940.913); (3642.180, 1942.594); (3630.611, 1941.597); (3625.163, 1932.476); (3630.610, 1928.867); (3638.034, 1924.892); (3650.344, 1923.341)"
79,"(2408.585, 519.139); (2415.476, 515.645); (2423.252, 526.839); (2426.922, 535.076); (2422.557, 534.345); (2411.154, 526.307)"
80,"(2063.753, 720.396); (2056.778, 601.090); (2058.100, 597.149); (2123.785, 593.197); (2133.128, 592.745); (2151.363, 599.291); (2206.778, 626.648); (2209.626, 634.535); (2209.190, 639.059); (2193.531, 688.086); (2166.596, 726.830); (2119.469, 759.023); (2077.759, 744.141); (2075.753, 741.292)"
81,"(720.498, 1467.553); (726.090, 1472.799); (723.194, 1477.447); (717.577, 1479.139); (712.644, 1475.679); (716.826, 1471.090)"
82,"(1154.082, 2055.442); (1144.579, 2049.978); (1148.791, 2045.730); (1154.176, 2046.992); (1157.704, 2050.809)"
83,"(200.292, 3998.131); (200.649, 3992.429); (208.345, 3992.551); (203.744, 3999.267)"
84,"(481.267, 687.888); (447.604, 758.808); (444.533, 758.752); (429.285, 757.015); (421.237, 754.076); (392.616, 730.941); (392.785, 727.699); (394.993, 702.783); (405.423, 670.983); (407.410, 668.695); (438.844, 638.805); (440.270, 637.813); (444.665, 636.300); (450.545, 635.772); (457.672, 643.689); (464.691, 651.782); (469.668, 657.760); (477.705, 670.500); (480.538, 683.752)"
85,"(1363.679, 2854.178); (1352.612, 2801.889); (1355.258, 2798.356); (1357.216, 2795.954); (1362.793, 2794.216); (1379.163, 2790.106); (1386.258, 2788.373); (1392.570, 2787.103); (1396.294, 2792.215); (1402.643, 2806.116); (1402.072, 2823.200); (1401.049, 2832.631); (1384.240, 2870.942); (1380.551, 2868.822); (1367.723, 2857.703)"
86,"(3688.567, 734.048); (3697.739, 717.373); (3716.729, 716.241); (3723.090, 716.021); (3730.663, 719.148); (3742.318, 725.400); (3737.820, 744.115); (3733.458, 752.797); (3730.733, 756.664); (3730.490, 756.725); (3721.014, 758.997); (3717.953, 757.381); (3691.118, 741.717)"
87,"(969.340, 939.979); (969.660, 926.856); (970.413, 909.754); (1033.161, 860.266); (1043.484, 860.245); (1054.581, 871.716); (1054.943, 872.327); (1055.672, 888.537); (1055.973, 898.184); (1055.981, 903.754); (1055.922, 919.029); (1050.220, 924.337); (992.591, 951.220); (983.255, 949.555)"
88,"(3696.075, 821.007); (3689.430, 804.918); (3693.438, 792.485); (3698.601, 778.274); (3710.212, 776.004); (3711.978, 779.809); (3713.922, 789.313); (3712.712, 815.802); (3705.937, 820.584); (3697.749, 822.524)"
89,"(2152.989, 461.771); (2162.692, 461.298); (2172.513, 466.945); (2190.752, 479.450); (2182.415, 515.600); (2172.806, 540.037); (2160.110, 567.171); (2153.107, 567.019); (2121.027, 565.260); (2122.303, 553.967); (2123.333, 546.184); (2139.790, 496.259)"
90,"(2312.660, 1814.210); (2338.749, 1795.586); (2341.863, 1798.136); (2361.969, 1815.828); (2359.372, 1838.541); (2355.084, 1846.516); (2347.652, 1845.525); (2339.820, 1843.472); (2333.543, 1838.089)"
91,"(3977.013, 746.024); (4017.343, 735.699); (4021.007, 734.913); (4027.155, 734.992); (4033.834, 738.824); (4037.273, 743.191); (4051.697, 775.831); (4052.488, 781.165); (4053.869, 791.417); (4053.729, 803.486); (4052.488, 816.079); (4048.081, 822.585); (4017.331, 796.437); (4015.841, 795.129); (3983.193, 757.386); (3982.362, 756.303); (3980.799, 754.218); (3980.301, 753.278)"
92,"(1545.448, 418.934); (1559.898, 412.492); (1573.885, 416.691); (1582.741, 419.853); (1639.819, 455.129); (1643.114, 470.646); (1643.102, 473.893); (1636.192, 484.039); (1631.540, 486.192); (1586.816, 502.596); (1580.701, 501.323); (1571.892, 497.037); (1545.309, 452.445); (1544.648, 443.714); (1544.875, 425.986)"
93,"(4051.333, 412.829); (4052.841, 420.729); (4033.348, 437.383); (4030.350, 439.316); (4020.553, 436.416); (4014.711, 433.876); (4010.199, 430.794); (4009.021, 423.514); (4008.677, 408.485); (4009.875, 396.763); (4013.510, 393.860); (4020.993, 389.805); (4039.371, 389.596)"
94,"(651.387, 932.540); (648.618, 948.161); (643.874, 951.480); (640.553, 950.172); (622.625, 939.401); (619.351, 936.937); (616.985, 931.998); (616.501, 917.978); (618.297, 911.185); (621.614, 905.659); (625.112, 903.302); (637.557, 897.123); (638.283, 896.929); (642.079, 898.225); (644.046, 898.981); (649.516, 904.635); (651.157, 922.042)"
95,"(393.404, 1768.734); (428.391, 1721.675); (447.478, 1732.631); (452.120, 1735.964); (455.271, 1742.067); (458.117, 1756.182); (458.631, 1758.759); (454.552, 1764.701); (440.060, 1782.890); (403.166, 1782.132); (394.290, 1772.949)"
96,"(1765.602, 296.522); (1781.943, 305.615); (1781.009, 330.855); (1780.695, 335.753); (1780.400, 339.984); (1780.287, 341.429); (1778.118, 341.739); (1771.014, 342.716); (1766.766, 342.871); (1762.294, 342.516); (1745.484, 340.287); (1742.223, 332.044); (1736.738, 314.418); (1740.338, 304.719)"
97,"(1033.356, 2435.046); (1034.122, 2427.677); (1044.583, 2423.773); (1052.962, 2427.708); (1066.909, 2438.929); (1071.954, 2447.406); (1070.007, 2454.704); (1059.035, 2452.205); (1052.241, 2450.247); (1046.395, 2445.977); (1040.511, 2441.654)"
98,"(3178.949, 1387.773); (3185.503, 1397.996); (3187.550, 1404.578); (3192.196, 1422.083); (3194.516, 1436.221); (3181.740, 1462.791); (3153.468, 1460.546); (3148.094, 1449.271); (3145.078, 1406.930); (3146.778, 1404.032); (3154.628, 1397.737); (3161.210, 1393.383); (3166.655, 1390.763)"
99,"(1032.828, 2594.256); (1036.722, 2549.868); (1040.149, 2547.973); (1054.194, 2550.870); (1063.880, 2555.935); (1074.129, 2562.029); (1080.956, 2567.596); (1079.638, 2580.386); (1077.484, 2584.346); (1065.029, 2598.885); (1046.539, 2614.613); (1037.434, 2602.775); (1036.708, 2601.812); (1034.636, 2598.202); (1033.400, 2595.850)"
100,"(585.137, 395.363); (587.310, 393.547); (603.122, 386.274); (621.628, 392.351); (631.047, 411.629); (634.638, 419.343); (638.236, 428.653); (639.055, 436.028); (635.332, 438.643); (614.238, 439.133); (604.459, 438.274); (600.401, 430.390)"
101,"(904.544, 360.684); (906.855, 306.297); (915.171, 302.231); (926.295, 303.798); (934.304, 305.742); (940.704, 309.547); (973.522, 337.623); (969.627, 355.568); (968.569, 360.169); (968.011, 361.740); (962.827, 371.504); (960.492, 375.039); (933.624, 371.489)"
102,"(758.006, 1462.623); (748.632, 1461.232); (746.283, 1456.929); (744.674, 1451.007); (745.987, 1445.634); (748.715, 1440.072); (757.863, 1436.257); (766.109, 1435.045); (769.198, 1435.132); (781.907, 1444.875); (779.003, 1454.387); (772.913, 1457.668)"
